question_id,question_text,category,product_ids,max_relevance,keywords_matched
q0124,1. 맡기실 캐리어는 수화물라벨 작성 및 부착하여 오늘 밤 11시까지 객실입구에 놓아주시면 됩니다~!^^,탑승&수속,Room,0.95,Room
q0125,* 맡기실 캐리어에 절대 여권과 크루즈 카드를 넣으시면 안됩니다!!!!,탑승&수속,"Document, Card",0.85,"Document, Card"
q0126,2. 캐리어를 맡기지 않으시는분은 직접 들고 내리시면 캐리어를 찾는 시간을 아낄 수 있습니다~^^,탑승&수속,,0.00,
q0127,3. 객실은 내일 오전 7시 30분까지 비워주셔야 합니다~!!,객실&카드,Room,0.95,Room
q0128,4. 내릴때 음식물을 가지고 내리실수 없습니다~!! (적발시 세관에 벌금이 부과될수 있습니다~!!!),식사&음료,,0.00,
q0129,5. 카지노에서 칩을 환전 하실분들은 오늘 밤 12시 까지 꼭 환전을 하시는게 좋습니다~^^ [장근영(페르)] [오전 11:22] 사진 [장근영(페르)] [오전 11:22] 오늘 ,객실&카드,Room,0.95,Room
q0130,이것도 작성후 내리실때 꼭! 지참하셔야 됩니다~!! [장근영(페르)] [오전 11:24] 사진 [장근영(페르)] [오전 11:32] 내일 아침은 객실에서 조식 신청 룸서비스는 불.,객실&카드,Room,0.95,Room
q0131,6시 30분 부터 15층 뷔페나 6층에 라이트 하우스 레스토랑 이용이 가능합니다~! [자랑하는 라이언] [오전 11:36] 내일도쿄내리는 곳 주소가 어떻게될까요? [장근영(페르)],선상활동,"Dining, Activity, Destination, Card",0.85,"Dining, Activity, Destination, Card"
q0132,도쿄 하선시간은 8시부터 순차적으로 진행 되니 참고 부탁 드립니다~!^^ [장근영(페르)] [오후 2:35] 사진 [장근영(페르)] [오후 2:35] 휴대품 별송품 신고서 작성 양,식사&음료,Destination,0.85,Destination
q0133,*해당 양식에서 주의사항은* 현주소(일본 국내 체류지) 부분에 하선당일날 공항에서 귀국하시는 분들은 양식과 똑같이 Transfer 이라고 작성해주시면 되구여,기항지&투어,,0.00,
q0134,일본에서 조금 더 머무르시다 가시는 분들은 묵으시는 호텔이나 숙소 명을 적어주시면됩니다~^^ [장근영(페르)] [오후 4:17] 사진 2장 [장근영(페르)] [오후 4:17] 긴급,기항지&투어,,0.00,
q0135,도쿄 도착시간이 지연됨에따라 크루즈 하선시간 조정이 있었습니다.,기타,Destination,0.85,Destination
q0136,"기존에 """" DISEMBARKATION INFO """" 종이에 적힌 내용은 무효가 되서 제가 새롭게 올려드린 종이를 참고하여 주시길 바랍니다~!",선상활동,,0.00,
q0137,■ 도쿄 도착시간: 08:00 ■ 하선 시작시간: 08:15,기타,Destination,0.85,Destination
q0138,* 시간표 보다 더 빨리 하선을 하셔야 하는분은 08시 15분까지 모든 짐을 직접 소지 후,탑승&수속,Boarding,0.75,Boarding
q0139,5층 포시도니아 레스토랑으로 이동 해 주시면 됩니다~! [자랑하는 라이언] [오후 9:33] 9시쯤에 하선원하면 그쯤에 5층가두될까요? 시간표보다 이른시간이면 무조건 8시15분까지,식사&음료,Dining,0.85,Dining
q0140,9시쯤에 하선을 원하시더라도 하선 순서는 정해져있습니다!..ㅜㅜ,기타,,0.00,
q0141,객실은 오전 7시 30분까지 비워 주시고 식사나 라운지에서 쉬시다가,식사&음료,"Room, Dining",0.95,"Room, Dining"
q0142,저희 하선 시간은 9시 40분으로 9시 40분보다 빨리 하선을 하셔야 되시는분은,기타,,0.00,
q0143,무조건 8시 15분까지 캐리어를 직접 가지고 5층 포시도니아 레스토랑으로 와 주시면 됩니다.^^,탑승&수속,Dining,0.85,Dining
q0144,9시 40분에 내리셔도 되시는분들께서는 9시 40분까지 6층 런던극장으로 와주시면 됩니다~!! [부산맨] [오후 9:50] 8시 15분에 내리면 셔틀이 없나요? [장근영(페르)] ,탑승&수속,Boarding,0.85,Boarding
q0145,어머니와 올 9월에 서부지중해 크루즈 여행을 가려고 합니다. 바르셀로나 공항에 당일 오전 8시 도착해서 오후 5시 크루즈 승선인데 크게 걱정하지 않아도 되겠죠? 항공이 연착이 되도,기항지&투어,Boarding,0.85,Boarding
q0146,티비를 보다보니 크루즈 여행광고가 종종 올라옵니다. 신랑이나 저나 돈 버느라 시간을 못내기는 하지만 미리 예약해서 퇴직무렵쯤 다녀올 생각이에요. 마음에 걸리는 건 부모님도 같이 가,기타,,0.00,
q0147,로밍이나 유심칩을 따로 사용해야 되나요?,기술&앱,,0.00,
q0148,부모님 유럽으로 10일정도 크루즈 여행 보내드리고 싶은데 추천 코스와 금액이 궁금해요. 외국어는 전혀 안됩니다.,기술&앱,,0.00,
q0149,공연볼때 실내 온도나 습도는 어떤가요? 굉장히 가보고싶은 크루즈 여행입니다 ㅠㅠ 야외 습도와 온도도 궁금하네요 ! 그리고 객실에 에어컨이 작동되는지 궁금합니다 ㅠ,객실&카드,"Room, Beverage, Activity",0.95,"Room, Beverage, Activity"
q0150,부모님이랑 가족여행으로 크루즈여행이 좋다길래 영상 찾아보고있는데요... 보면 즐길거리가 많아보이긴하는데 대부분 컨텐츠가 50대 미만이나 즐길법한 컨텐츠들인것 같아서요. 60~70대,선상활동,"Dining, Activity",0.90,"Dining, Activity"
q0151,"초등학생 아이들과 함께 크루즈 여행을 가보고자 하는데, 크루즈 내 컨텐츠에 아이가 접근 못 하는 컨텐츠들이 많나요? 공연이라거나 공간이라거나요.",선상활동,Activity,0.85,Activity
q0152,영어 1도 못하는데 갈수있을까요?? 진짜 잼있겠다,기타,,0.00,
q0153,저렇게여러나라를들렀다오는크루즈는 나라여행도가능한건가요?? 정박하고몇일몇시에출발합니다~이런건지. 아니면그냥그정박하는곳앞쪽만 볼수있는건지궁금해요,탑승&수속,Boarding,0.85,Boarding
q0154,1인당 금액이 280인가요? (),정책&수수료,"320, Room, Dining, Port, Policy",0.95,"TIP, Room, Dining, Port, Policy"
q0155,저희 엄마가 크루즈여행에 대해 소개를 받았다는데 4박5일인가 5박6일에 배타고 세군데의 나라를 돌고 월 5만원씩 통장에서 빠져나가고 1인당 250만원 이라는데 이런것도 있나요?,기타,,0.00,
q0156,부모님 크루즈여행 보내려는데 어디서 예매하는건지요 자세히 알고싶어요 돈은 얼마나 드는지요,기타,,0.00,
q0157,서부지중해 크루즈여행 얼마정도하나요. ?,기타,,0.00,
q0158,80대 엄마와 크루즈여행을 가보고싶은데 물론 유럽쪽으로요 금액은1인당 5백안쪽으로 추첨좀해주세요!,기타,,0.00,
q0159,"크루즈 여행이 너무 가고싶어요 ㅠ_ㅠ 요즘 꽃남에서 보면 맨날 배타고 띵까띵까놀고 저 푸른 바다에 완전 환상적인 생활이다싶고, ㅋㅋ 너무너무너무너무 완소 완소 크루즈여행 요즘 크루",정책&수수료,Room,0.70,Room
q0160,크루즈 여행 하면요 보통 몇백명에서 몇천명의 관광객이있잖아요... 기항지에 정박하고 관광할때요. 사람이 한두명이 아닌데 누가 나가고 누가 제시간까지 배로 안돌아 왔는지 어떻게 알죠,기항지&투어,Port,0.85,Port
q0161,크루즈 경험분 안녕하세요 크루즈 여행시에 크루즈내에서 사용하는 승선카드와 관련입니다. 승선카드를 신용카드와 연계 시킬때 승선카드는 각각 개인별 발부인가요?? 아니면 객실당 발부를 ,탑승&수속,"Room, Dining, Card",0.95,"Room, Dining, Card"
q0162,크루즈 여행을 하려고 하는데 인사이드 선실 어떤가요? 가성비가 어떤 지 알고싶어요.,객실&카드,,0.00,
q0163,8월초에 부모님 크루즈 여행보내드릴려고 합니다 동남아나 일본쪽 보고있는데 날씨가 좀 걱정이네요 동남아나 일본 어디가 괜찬을까요?,기타,,0.00,
q0164,안녕하세요? 올해 아버지께서 환갑이시라 환갑 생신잔치를 해외 크루즈 여행을 보내드리고자 하는데 국내 여행사를 통해서 가는 것 보다 로얄캐러비안 크루즈 라는 외국 회사에서 제공하는 ,정책&수수료,,0.00,
q0165,질문내용 1. 요즘 중장년층 여행 대세가 크루즈 여행이더라고요. 크루즈 여행 어떤 점이 좋은가요? 2. 크루즈 여행은 어디 여행사가 좋은가요?,기타,,0.00,
q0166,안녕하세요 부모님 팔순 생신기념으로 가족들과 처음으로 크루즈여행 다녀오려고합니다. 해외여행은 다녀본적이 별로 없어 아는 것이 없는 상태라 블로그 찾아보는데 더 혼란스럽네요 지중해(,선상활동,320,0.95,TIP
q0167,부모님이 서지중해 크루즈 여행중인데 항해중에는 핸드폰이 안 되나요? 계속 연락되다가 갑자기 나폴리에서 바르셀로나 이동중인 스케줄인데 연락두절이라 걱정되네요 . 참고로 로밍해서 갔어,선상활동,,0.00,
q0168,서부유럽 크루즈여행을 떠나는데요 셀카봉 사용해도 괜찮을까요? 유럽 특정지역에서는 셀카봉 사용이 민폐라거 들어서요 그리고 소매치기 당할 가능성도 있을까요? 전문 가이드분들이나 가보신,기항지&투어,,0.00,
q0169,질문 미국 크루즈 여행에서 데이터 돼나요? 저의가 이번에 미국 크루주 타러가는데 배에서 와이파이를 사야하는데 너무 비싸서요 데이터가 있어서요 답변 부탁드려요 내공50,기술&앱,,0.00,
q0170,나이70이신 아버지 크루즈여행 보내드리고 싶은데 어떻게 어디를 예약해야할지 모르겠네요ㅠㅠ 300-400만원대로 가장길게 할 수 있는 여행사? 추천해주세요! 아니면 하와이 패키지도 ,기타,,0.00,
q0171,크루즈여행 뷔페 식사할때 조식 중식 석식 아무때나 가서 먹을껀데 드레스코드가 따로 있나요? 디너 정찬 레스토랑은 무조건 정장이나 드레스 입어야 되는걸로 알고있는데 일반 뷔페 레스토,식사&음료,Dining,0.90,Dining
q0172,크루즈여행갈때 준비품이랑 달러환전해야 하나요?,기항지&투어,,0.00,
q0173,"크루즈여행의 문제점, 그리고 그 문제점에 대한 해결방안좀 알려주세요~~",기타,Room,0.70,Room
q0174,크루즈 여행 중에 경유지를 안 들리고 종착지까지 가는 경우도 있나요?,기타,,0.00,
q0175,친구랑 미국 카리브해크루즈 여행가려는데 알아보니 국내 로얄캐리비안 사이트외에도 해외 크루즈사이트가잇다더라구요 그것좀 알려주세요ㅠㅜㄴ,기타,,0.00,
q0176,"안녕하세요. 내년초 크루즈여행 예약중입니다. 그런데 상품안내에 보면 공항세, 항구세, 제세공과금, 관광진흥개발기금, 관광세, 전쟁보험료 및 유류할증료가 별도 청구되어 있습니다. 보",정책&수수료,"320, Port",0.95,"TIP, Port"
q0177,안녕하세요 전 이번에 크루즈 여행을 가려고 계획을 세우고 있는 사람인데요 이번 크루즈 여행을 갈려고 하는데 순간적으로 세월호 처럼 침몰 하면 어떡할지 라는 생각에 지식인에 물어봄니,식사&음료,,0.00,
q0178,안녕하세요. 베트남 하롱베이 크루즈 여행하려는데 타고타고 들어가서 카톡플러스 친구에 파라다이스 크루즈가 있더라구요. 지금 봄 맞이 이벤트를 하던데 이게 좋은 가격인가요? 파라다이스,기항지&투어,,0.00,
q0179,크루즈 여행이 정확히 무엇인가요?,기타,,0.00,
q0180,제가 크루즈 여행이 처음이고 생각 중 인데 크루즈 여행 하신 분들 께 이렇게 질문을 합니다. 1.블로그 나 카페 등등 에서 후기글 올린거 봤는데 예를 들어 한국 애서 미국 도착해서,식사&음료,"Dining, Beverage",0.85,"Dining, Beverage"
q0181,크루즈 여행이란 정확히 무엇입니까?,기타,,0.00,
q0182,"크루즈 여행을 가족끼리 갈려고하는데요 ,, 경비가 얼마인지 몰라서요.. 그래서그러는데 크루즈여행1박2일은 경비가얼마정도하나요? 또,2박3일,3박4일은 경비가 얼마정도하나요 ?? 자",기타,,0.00,
q0183,"대학원을 졸업하고 현재 OPT비자로 취직을한 상태인데, 5월 말 쯤에 휴가로 크루즈여행을 계획중입니다. 1. 바하마로 갈 경우에 가능한지?(재입국에 문제가 없는지) 2. 만약에 바",탑승&수속,,0.00,
q0184,안녕하세요! 20대 여자입니다. 요즘 크루즈여행에 엄청 관심이 가서 몇가지 문의드려요. 1. 이번 3월 혹은 4월달 쯤 출발하는 크루즈가 있을까요? 이때쯤 휴가를 낼 수 잇을 것 ,기타,,0.00,
q0185,크루즈여행은 자유여행이많던데 영어를 잘해야하나요?인솔자있는 지중해나 카리브해크루즈여행상품도있나요?크루즈여행이 마이궁금합니다 저는여행초보인데 이것저것 좀가르켜주세요,기타,,0.00,
q0186,크루즈여행은 크게 동남아 코스 (싱가포르 말레이시아 태국 3박 5일) 와 지중해 코스 (스페인 이탈리아 프랑스 9박 10일) 두가지로 나뉘는데 지중해 코스 경우 1인당 500만원 ,기타,,0.00,
q0187,크루즈 여행에 대해 알게 되었어요.선박여행이란거 알겠는데..상품이 멕시코와 카리브해의...먼 곳에만 있던데요?이렇게 먼 곳 말고 다른 방향으로가는 크루즈상,기타,Room,0.70,Room
q0188,"코로나 사그라들면 가족들과 크루즈여행 떠나보려고 하는데 미리 준비하려구요. 처음 크루즈여행 떠나보는 거라 많이 걱정되고, 어떤 여행사를 골라야할지 고민이 되어서요. 크루즈여행사 추",기타,,0.00,
q0189,크루즈여행이 배만타고 구경다니는 건가요??아니면 중간중간 내려서 구경도하나요??,기타,,0.00,
q0190,"가족들과 여름에 크루즈여행 계획 중인데, 크루즈 여행으로 유명하고 알찬 계획 짜는 곳 있다면 추천 부탁드립니다.",기타,,0.00,
q0191,저희어머니께서 다음달에 로얄캐리비안 보이저호 남태평양크루즈여행을가시는데 가보신분들 준비해야할것좀 알려주세요 환전도용,기항지&투어,,0.00,
q0192,"부모님 모시고 크루즈 여행을 계획중인데요. """"코스타 크루즈 네오로만티카"""" 를 타고 싶습니다. 내년 여름쯤 갈 계획인데 이런 크루즈들은 대부분 출발 전 언제쯤 예약을 하나요?? 그리",기타,,0.00,
q0193,안녕하세요? 올해 초등학교 4학년이 되는 이지유라고합니다. 제가 2월 7일부터 일주일간 크루즈 여행을 갇다 올 것인데 그 전에 크루주에 대한 정보 줌 알아야지요~~ 정보 줌 알려주,기타,,0.00,
q0194,"안녕하세요, 저는 미국에서 인턴으로 거주하고 있는 학생입니다. 현재 인턴 마감 후 크루즈 여행을 하려고 합니다만 구글에서 찾아본 결과 가격이 생각보다 저렴하지만 오직 2인을 위한 ",정책&수수료,,0.00,
q0195,지중해여행 가려고하는데요 크루즈 어떤가요? 꽃보다할배보고 지중해여행 계획하고 있는데요 그리스랑 터키 많이 가시더라구요 예전에 타이타닉 보면서 크루즈여행 꼭 해보고 싶다 했는데 지중,기타,,0.00,
q0196,크루즈여행이요 해외 각 나라들 가는데 크루즈 여행은 그 나라에 도착해도 한번도 안내리나요? 배 안에만 몇박 며칠동안 있고 여러 나라들에 도착해도 내리지도 못하고 바다+하늘만 볼텐데,선상활동,Activity,0.85,Activity
q0197,"크루즈 여행을 생각중입니다. 1. 크루즈로 여행하는 게 가장 이득인 코스는 어디인가요? (검색해보니 알래스카, 동유럽, 북유럽, 서유럽 등등 많긴하던데 홈쇼핑이나 이런데에서는 알래",정책&수수료,Room,0.70,Room
q0198,"(1) 세계일주도 있고, 특정지역만 가는 것도 있는데, 각각의 장기단점이 있을 거 같은데 어떤가요? (2) 세계일주, 특정지역 등 크루즈 여행 내용에 따라 가격이 다를 거 같은데,",정책&수수료,Room,0.95,Room
q0199,한 150만원정도 해서 크루즈 여행을 가고싶은데 네이버쇼핑부터해서 찾아봤는데 잘 모르겠네요ㅠ 어디 지역이나 아님 크루즈여행 사이트(?) 같은 곳좀 알려주세요 아 혹시 그 외에 크루,기항지&투어,,0.00,
q0200,크루즈 여행이란게 배를 타고 하는 여행이라던데 구체적으로 어떤게 크루즈 여행인가요? 그리고 그런 여행은 시간도 엄청 오래 걸리지 않나요? 한국에서 미국까지 배타고 1달은 걸릴텐데 ,기타,,0.00,
q0202,안녕하세요~ 5월에 지중해 크루즈로 가게 될 예정인데요. 크루즈는 처음이라 아는정보가 너무 없어서요!!ㅠㅠ 업체에서 2월에 스케줄이 나온다고 하여 기다리고 있습니다. 업체에 문의하,기항지&투어,"Dining, Port",0.90,"Dining, Port"
q0203,"말 그대로 태평양 횡단 크루즈 여행을 하고 싶습니다. 1.횡단하는 크루즈는 없다고 하던데, 검색해보면 도쿄-벤쿠버 북태평양 횡단 크루즈 여행을 하신 분이 계시더라구요. 있나요 없나",기항지&투어,"Boarding, Destination",0.85,"Boarding, Destination"
q0204,안녕하세요~ 5월달에 신혼여행으로 크루즈여행 가보려구합니다~ 크루즈여행 전문업체 좀 알려주세요~ 동남아 패키즈상품으로 추천 부탁드립니다.,기타,,0.00,
q0205,제가 다름이아니고 돈을모아서 어머니와 둘이 크루즈 여행을 다녀올려고 하는 사람입니다 여행은 겨울에 갈거구요 혹시 크루즈여행이 겨울에도 하는겁니까 그리고 크루즈 여행을 어머니와 지중,정책&수수료,,0.00,
q0206,돈모아서 2020년쯤에 크루즈 여행 계획하고 있는데 크루즈 여행이란것도 최근에 알게 되었고 아는것도 아무것도 없어서 크루즈 여행에 대해 좀더 자세히 알고 싶습니다! 상세히 답변주시,기항지&투어,"Document, Port",0.85,"Document, Port"
q0207,친구랑 미국 카리브해크루즈 여행가려는데 알아보니 국내 로얄캐리비안 사이트외에도 해외 크루즈사이트가잇다더라구요 그것좀 알려주세요ㅠㅜ,기타,,0.00,
q0208,올해 여름방학때 4인 가족 크루즈 여행을 알아보고 있는데 어떻게 알아봐야 할까요? 휴양지 였으면 좋겠습니다. 현재 해외여행 가능한가요?,기타,Room,0.70,Room
q0209,지중해 크루즈 여행 경비는 얼마나 들까요??? 기간은 어느정도인지...,기타,,0.00,
q0210,질문 지중해 크루즈 여행에대해 알아보고있는 중인데요 msc크루즈로 생각하고있는데 광광사나 항공사에서 하는 패키지여행 말고 독립적으로 예약해서가고싶은데 그렇게가면 일인당 가격이 어느,정책&수수료,,0.00,
q0211,어버이날이 마침 결혼기념일이라 아이들도 돈을 보태준다고하여 크루즈여행을 가려고 합니다 동남아든 지중해크루즈여행이든 국내크루즈여행이든 상관없습니다. 인천에 거주하고 있기 때문에 인천,정책&수수료,,0.00,
q0212,2022년에 크루즈 여행을 계획하고 있습니다. 가보고 싶은 곳이 많은데 어떤 여행사를 이용해야 할지 알려주세요.,기타,,0.00,
q0213,"안녕하세요. 내년초 크루즈여행 예약중입니다. 그런데 상품안내에 보면 공항세, 항구세, 제세공과금, 관광진흥개발기금, 관광세, 전쟁보험료 및 유류할증료가 별도 청구되어 있습니다. 보",정책&수수료,"320, Port",0.95,"TIP, Port"
q0214,저희는 70대 부부입니다. 2018년 5~6월경에 동부지중해크루즈 여행을 계획하고 있습니다. . 어떻게 하면 보다 알차고 멋있는 여행을 할 수있는지 그 방법을 자세히 알려주시기 알,식사&음료,Room,0.70,Room
q0216,올해 말쯤(11월~12월)경에 크루즈여행을 하려고 합니다 아직 구체적인 계획이 있는건 아니구요 지금부터 차근차근 알아보려고 하는데 어떤식으로 크루즈여행 준비해야할까요? 올해 말 결,식사&음료,,0.00,
q0217,몇달전에 홈쇼핑에서 크루즈 상품을 10년납? 5백만원 상당 상품인데 1년인지 2년 넣으면 먼저 갈수있다고 하던데.......그런상품은 어디서 검색하나요? 상조회사상품말고 추천해주세,선상활동,,0.00,
q0218,신혼여행 크루즈 어떨까요?,기타,,0.00,
q0219,부모님 유럽 크루즈 여행 보내드릴까 하는데 얼마면 될까,기타,,0.00,
q0220,요즘 엄마 보내드리려고 알아보는데 너무 다양하고 제가 같이 안가는거라 보내드려도 되는건지 싶고 그러네요 ㅠ 본인이 가시거나 부모님 보내드려보신분 후기 있으신가요?? [출처] 크루즈,객실&카드,,0.00,
q0221,10월 아버지 칠순이 있어서 부모님 모시고 크루즈 여행 계획하고 있는데요,기타,,0.00,
q0222,부모님 크루즈 여행 비쌀려나요 괜찮은 크루즈 상품 있으시면 다녀오신 분들 추천 부탁드릴께요~ 아버지 칠순때 부모님 모시고 다녀올려고 계획중이예요,기타,,0.00,
q0223,크루즈여행 해보신분..? 유툽이였나 보다가 크루즈여행 관련 영상을 봤는데요.. 막 배 안에서 음식도 다 무료고 넘 좋아보이더라구요~~ 한국에서 지금 가는건 일본(미스터트롯 패키지?,식사&음료,,0.00,
q0224,알래스카 크루즈 여행 경험해 보신분 계실가요? 한동안 한군데 엉댕이 붙이고 있었더니 슬슬 일상이 민숭민숭해져서 남편의 버켓리스트 중 하나인 알래스카를 가볼까 싶은데 아무래도 호주랑,기타,,0.00,
q0225,국내에서 출발하는 크루즈도 있나요? 기념으로 해외여행을 보내드리려고 하는데요. 연세도 있으시다보니 비행기 타는게 부담스럽기도 하더라고요. 그래서 배 타고 가는 크루즈 여행을 알아보,기타,,0.00,
q0226,오베이션호 인터넷 금액과 주류패키지 구성 알 수 있을까요?,식사&음료,Beverage,0.90,Beverage
q0227,9/5 상품 예약가능한가요? (내측 성인2 아이2 예상) 잔여객실이 있나요?,탑승&수속,"Room, Policy",0.95,"Room, Policy"
q0228,"9/5 만4세, 7세는 가격이 어떻게 되나요?",정책&수수료,Policy,0.75,Policy
q0229,"9/5 할인적용되는게 잇을까요? 있다면 성인, 아이 어떻게 적용되나요?",기항지&투어,,0.00,
q0230,"10월 홍콩 피아노랜드 크루즈 패키지 성인 3번째 아이 3,4번째 6개월~2세미만 싱글 각 비용도 알 수 있을까요?",정책&수수료,"Destination, Policy",0.85,"Destination, Policy"
q0231,홍콩 피아노랜드 크루즈 패키지 부산 제주 출발 가능한가요? 아니면 아직 확정전인가요?,기타,Destination,0.85,Destination
q0232,알래스카 상품 출확 있습니까??,객실&카드,,0.00,
q0233,인솔자가 있나요?,기타,,0.00,
q0234,오늘 바로 결제해야하나요?,정책&수수료,,0.00,
q0235,45만원 외에 추가 금액이 생기거나 같이 가는 동행자는 이벤트 가격이 아닌 정상가로 가야하는거 아닌가요?,식사&음료,,0.00,
q0236,추석 일정인줄 알았는데 추석은 안되나요?,선상활동,"Dining, Activity",0.85,"Dining, Activity"
q0237,"(크루즈 갔다와 본 사람, 다짜고짜 가격에 대해 물어봄) 그래서 발코니 있는 방은 얼마인가요?",식사&음료,"Room, Destination",0.85,"Room, Destination"
q0238,"아이 2명(두돌 안된 하나, 7살 하나), 어른 5명이 가고 싶다. 어른 3명은 발코니로 하면 되는데 아이 한명 나이가 두돌 안되서 4인실로 해야할지 3인실로 해도될지 모르겠다",탑승&수속,,0.00,
q0239,어떤회사입니까? / 본사위치는 어디있습니까?,기타,,0.00,
q0240,정말 이가격에(45만원) 갈수있는거 맞아요? 너무 사기같아서..,정책&수수료,,0.00,
q0241,"상담원의 멘트 중간에 말을 가로채며, 상품의 상세 안내 페이지를 원하는 경우 ex) 알겠고 제품 상세 일정을 어디서 확인할수있습니까?? 정보, 자료를 달라",기타,Destination,0.85,Destination
q0242,3명이서 가는데 한 방에서 지낼 수 있나요?,객실&카드,Room,0.70,Room
q0243,"연로하신 부모님이랑 가는거라, 홍콩에서 한국으로 귀국할 때 비행기로 가면 힘드실 것 같아요.",기타,"Room, Destination",0.85,"Room, Destination"
q0244,패키지 상품은 항공권 예약만 해주는 걸까요 아니면 하선 이후 공항까지 안내해주는 가이드가 있을까요?,식사&음료,"Cabin, Dining",0.95,"Cabin, Dining"
q0245,가격이나 예약하는게 의심된다 본사 주소나 제가 확인할 수 있는거 없을까요? 선착순 몇명에 당첨됬다는 문자에서 남편하고 저하고 해봤는데 카운티이 똑같았다 달라야하는거 아닐까요?,기술&앱,,0.00,
q0246,의심된다. 크루즈광고가 너무 많이 나오고 비슷한 광고들이 계속 떠서 사기인지 의심이 갔다,기술&앱,,0.00,
q0247,(니즈 파악 질문하니) 설문하는건가요?,기타,Destination,0.85,Destination
q0248,인크루즈 의심 : 요목조목 따지는 경우 특히 '톤'을 따진다던가,탑승&수속,,0.00,
q0249,크루즈야에서 직접 계약하는 거랑 상담사를 통해서 하는거랑 뭐가 달라요?,객실&카드,Room,0.95,Room
q0250,왜 개인폰으로 연락을 주냐?,객실&카드,,0.00,
q0251,3명 스위트룸 얼마에요?,객실&카드,,0.00,
q0252,45만원으로 보고들어왔는데 45만원이 총액 맞나요??,기타,,0.00,
q0253,술은 얼마인가요? 주류 패키지는 얼마인가요?,식사&음료,Beverage,0.90,Beverage
q0254,10인이상 단체예약시 할인되는 부분이있을까요??,객실&카드,Room,0.95,Room
q0255,홍콩에서 내린뒤에 한국으로 돌아오는 비행기는 몇시꺼부터 알아보는게 좋을까요??,기타,Destination,0.85,Destination
q0256,돌아올 때는 그럼 비행기 따로 예약해야 하나요?,정책&수수료,Destination,0.85,Destination
q0257,"저랑은 안맞는거 같아서 취소해주세요, 정보가 너무 없어서 안맞아요",식사&음료,,0.00,
q0258,비행기를 따로 예약을 해야하구나? 비행기 예약이랑 숙박도 문제다,탑승&수속,Destination,0.85,Destination
q0259,처음부터 45만원으로 다 말하지 말고 패키지 일정으로 안내를 해주면 되는데 생각하게 되잖아요,정책&수수료,,0.00,
q0260,추가로 드는 돈은 없어요?,기항지&투어,320,0.95,TIP
q0261,크루즈 내려서 따로 또 홍콩에서 즐겨야 하는 일정이 힘들 것 같아서 안될 것 같아요. 홍콩에서 2중으로 돈이 들어가서 싫다,선상활동,Destination,0.85,Destination
q0262,"롯데에서는 서울에서 부산까지 버스도 해주는데, 여기는 그런게 없네요?!",정책&수수료,,0.00,
q0263,"6명이 갈 건데요. 내측2개, 발코니1개 할래요. 혹시 배 타고 바꿀 수 있나요?",객실&카드,,0.00,
q0264,예약금을 안받고 전액을 다 결제하라고요? 다른데는 예약금부터 받고 나중에 잔금치루던데요?,정책&수수료,,0.00,
q0265,9월 22일쯤 일본가는 상품도 있나요??,객실&카드,,0.00,
q0266,"환불규정하고, 여행갔을 때 사고가 나면 회사에서 어떻게 보상해주고, 만약에 크루즈가 출발하지 못할경우에도 어떻게 보상이 이루어지는지를 알려주세요.",정책&수수료,,0.00,
q0267,환불규정에서 저희는예약금을 안받고 전액 결제잖아요. 그럼 8월21일 전까지는 다 돌려받는건가요?,정책&수수료,Policy,0.75,Policy
q0268,홍콩 자유여행할건데 비자 필요해요?,탑승&수속,"Document, Destination",0.85,"Document, Destination"
q0269,"스마트스토어보니까, 성인(13세 이상)은 4인실이 불가능한가봅니다. 소아 포함시는 4인까지 되고?",선상활동,,0.00,
q0270,"회사 직원들을 보내려고 하는데, 예전에 탔던 코스타 배 후기가 좋지않았습니다. 다단계, 상조같은 단체손님들이 새치기하고, 음식도 동나고, 호캉스처럼 조용히 즐기기가 힘들었습니다.",식사&음료,,0.00,
q0271,팁도 내야해요? 팁은 왜이렇게 비싸요?,정책&수수료,"320, Boarding",0.95,"TIP, Boarding"
q0272,"부가세, 부두세, 유류세 등 입국 관련 추가 결제할 부분도 더 있나요?",정책&수수료,,0.00,
q0273,"연세많으신 할머님께서 컨디션으로 여행 못가게 되셨을 때, 여행자 변경되는지도 말씀 부탁드립니다~~!!",탑승&수속,Document,0.85,Document
q0274,발코니는 몇 층인가요? 높은 층을 하고 싶어요. 예전에 11층에 있었거든요.,객실&카드,,0.00,
q0275,어디서 하선하나요?,기타,,0.00,
q0276,아 지금 시간이 없어서 나중에 보고 연락 드릴게요,기타,,0.00,
q0277,"클래식, 프리미엄 구분 ?",기타,Destination,0.85,Destination
q0278,"크루즈야 패키지에서 가이드, 인솔자와 함께 움직이는 인원은?",탑승&수속,Destination,0.85,Destination
q0279,크루즈야 패키지에서 한국 공항까지 인솔자가 안내하나요?,탑승&수속,"Boarding, Destination",0.85,"Boarding, Destination"
q0280,카드번호로 결제할 때 무이자는 어떻게 돼요?,기항지&투어,Card,0.80,Card
